Exposure1,Outcome,Exposure2,Method,Estimate_Exposure1,StdErr_Exposure1,Pvalue_Exposure1,Estimate_Exposure2,StdErr_Exposure2,Pvalue_Exposure2,OR_Exposure1,Lower_OR_CI_95%_Exposure1,Upper_OR_CI_95%_Exposure1,OR_Exposure2,Lower_OR_CI_95%_Exposure2,Upper_OR_CI_95%_Exposure2,Heterogeneity_Pvalue,Intercept_Pvalue,Direction_Exposure1,Significance_Exposure1,Direction_Exposure2,Significance_Exposure2
metaanalysis,3669,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3670,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3671,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3603,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3543,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3437,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,2030,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,2029,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST009131,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,1135,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,2052,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90061440,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3698,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90129439,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3675,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3687,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4085,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4290,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST009541,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3693,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3691,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST003763,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4276,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST009158,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST008057,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4311,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90129435,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4267,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90013410,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4333,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4266,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90014023,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011820,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011819,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011817,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,4332,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011816,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,3666,4066,IVW,-0.0614228640390178,0.0837036312153056,0.463062342738147,-0.103782565272051,0.0250828590422227,3.50974107635513e-05,0.940425483565162,0.798131441672372,1.10808827213427,0.901421276404117,0.85817694685198,0.946844727692481,0.013304840944997,NA,negative,NS,negative,S
metaanalysis,3666,4066,MR-Egger,0.00741227259678132,0.114267172754024,0.948279171439324,-0.106396224810252,0.0252600556695434,2.53080928909934e-05,1.00743981148918,0.805291153167372,1.26033294887373,0.899068344308262,0.855639673253372,0.944701272048004,0.0131518736963326,0.376107575456106,positive,NS,negative,S
metaanalysis,GCST90011766,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011811,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011809,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011812,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011808,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST011364,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90011810,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,2,4066,IVW,0.3104095794036,0.101189506309461,0.0021578061103874,-0.492384524672635,0.0303147461672481,2.5279611320334e-59,1.36398365935378,1.11860027252646,1.66319593216451,0.611167311732785,0.575911412901379,0.648581491116661,3.08867079558433e-32,NA,positive,S,negative,S
metaanalysis,2,4066,MR-Egger,0.435244628976695,0.137869540067856,0.00159439053530361,-0.497591878762132,0.0305485115558667,1.18959049665472e-59,1.54534104791512,1.17941709654053,2.02479594485796,0.60799301913841,0.57265779251776,0.645508567509058,4.63847600935163e-32,0.182784430821526,positive,S,negative,S
metaanalysis,CMDKP2018AF,4066,IVW,0.571564453096365,0.135490418237547,2.45948073349307e-05,0.0120009277596475,0.0405317980809924,0.767163843952419,1.77103558735518,1.35798669738813,2.30971853974062,1.01207322782634,0.934782500556674,1.09575459304475,3.20672900035738e-48,NA,positive,S,positive,NS
metaanalysis,CMDKP2018AF,4066,MR-Egger,0.633991592292677,0.185484935089111,0.000630780036828113,0.00937868449320927,0.0409009868684975,0.818634077463339,1.88512021290828,1.31054242908977,2.71160867304657,1.00942280216868,0.931660081941984,1.09367613069154,2.55943377342532e-48,0.621932622458443,positive,S,positive,NS
metaanalysis,4039,4066,IVW,0.193014333602008,0.1172829058759,0.0998222804305111,0.193272245324595,0.0351346410420412,3.77851479149506e-08,1.21290017862296,0.963810903397249,1.52636459923639,1.21321304014095,1.13247822280872,1.29970347431276,4.06821702066422e-53,NA,positive,NS,positive,S
metaanalysis,4039,4066,MR-Egger,0.320660595846863,0.160417545747255,0.045617850064173,0.187901196316339,0.0354263554216358,1.13295692270203e-07,1.37803778976409,1.00626172935267,1.88717119475421,1.20671428164318,1.12576807911648,1.2934807661845,5.82438673351145e-53,0.243636695601186,positive,S,positive,S
metaanalysis,3688,4066,IVW,0.113590408964766,0.0573798959519813,0.0477462060349475,-0.158198958742438,0.0168747999808139,6.92648560486047e-21,1.12029316885963,1.00112644686411,1.25364462014249,0.853679917988153,0.825906616691841,0.882387170229167,1.63986306503863e-11,NA,positive,S,negative,S
metaanalysis,3688,4066,MR-Egger,0.149344223888513,0.0793580930019549,0.0598492031476302,-0.159440884198067,0.0169888637625972,6.29024635781667e-21,1.16107258935073,0.993821527350958,1.35647047346113,0.852620369243508,0.824697144868859,0.881489039427359,1.5053620915332e-11,0.514076912182155,positive,NS,negative,S
metaanalysis,3685,4066,IVW,0.165623389962944,0.092485795824233,0.0733256959030823,-0.0898380745581514,0.0276405416878638,0.00115312341683133,1.18012856975654,0.984473035948383,1.41466895516745,0.914079185964438,0.865876027251334,0.964965805631296,3.93808683714036e-25,NA,positive,NS,negative,S
metaanalysis,3685,4066,MR-Egger,0.112699260333256,0.126635629584135,0.373493235685035,-0.0877961737381971,0.0278537201738585,0.00162131397733479,1.11929526584131,0.873273422314339,1.43462730013534,0.915947551863535,0.86728341392447,0.967342283151131,3.45147608078773e-25,0.540449961170105,positive,NS,negative,S
metaanalysis,4307,4066,IVW,0.245643648396225,0.0978828178761113,0.0120878726698239,-0.450392998007229,0.029218845533941,1.30841239972427e-53,1.27844391681946,1.05526648279454,1.54882096143568,0.637377614262399,0.601901218953861,0.674945008200703,1.63806881834109e-48,NA,positive,S,negative,S
metaanalysis,4307,4066,MR-Egger,0.484410438448578,0.133481554359748,0.000284472718801731,-0.460114482247866,0.0293328240406885,1.88589687209441e-55,1.62321773991844,1.24955388036462,2.10862122281361,0.63121137887285,0.595945048084779,0.668564670684006,3.43862073372244e-47,0.00883772808950508,positive,S,negative,S
metaanalysis,BCAC2020BC,4066,IVW,-0.243727726060998,0.110683613661405,0.0276637712391555,-0.151172667778949,0.0332622837388057,5.49698576124294e-06,0.783700986571021,0.630862335617061,0.973567768555467,0.859699243483925,0.805439857540372,0.917613875608071,1.10899953213716e-52,NA,negative,S,negative,S
metaanalysis,BCAC2020BC,4066,MR-Egger,-0.410977501612854,0.151014847472826,0.00649986323332242,-0.14431183162243,0.0334902111522116,1.63938770908162e-05,0.663001847905183,0.493137813882718,0.891376483309451,0.865617778972522,0.810622631706317,0.924343967175082,3.09889154974808e-52,0.104002706178082,negative,S,negative,S
metaanalysis,GCST010003,4066,IVW,-0.345382856556793,0.068660850308267,4.89780645322636e-07,0.292899883762527,0.0205090250471863,2.8534331526897e-46,0.707949258560364,0.618809305041196,0.809929890538415,1.34030859706053,1.28749979543466,1.39528343361632,2.9745796721479e-233,NA,negative,S,positive,S
metaanalysis,GCST010003,4066,MR-Egger,-0.400047423565264,0.0939361905526085,2.05605800990856e-05,0.295203673423699,0.0206901060095516,3.47033227239235e-46,0.67028825782295,0.557572713110682,0.805789698833664,1.34339994569047,1.29001141303059,1.39899802114259,4.30155641872319e-233,0.393714432815696,negative,S,positive,S
metaanalysis,GCST90132223,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2019AN,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2019ALCUSE,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,GCST90129442,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2019MDD,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2019PTSD,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2019ASD,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2021ALZwoUKBB,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
metaanalysis,PGC2022SCZ,4066,IVW,-0.700381674058901,0.247647852922769,0.00468199908250743,-0.0151325087021522,0.0741477675622885,0.838286427150372,0.496395806228373,0.305510397742034,0.806547987440932,0.984981412346661,0.851750076075608,1.1390528864271,0,NA,negative,S,negative,NS
metaanalysis,PGC2022SCZ,4066,MR-Egger,-1.06890369842086,0.338221841137476,0.00157572839318007,0.000341301552021969,0.0746959449251589,0.996354309572681,0.343384764400407,0.176962309979753,0.666317570310957,1.00034135980202,0.864103478556904,1.15805902992284,0,0.110101892379751,negative,S,positive,NS
